rainfall_1h,rainfall_3h,rainfall_6h,soil_moisture,slope,elevation,river_level,temperature,flood
1.51,26.0,28.29,21.46,28.99,138.93,2.88,38.15,0
6.62,43.22,82.04,60.69,11.57,25.88,2.98,18.07,1
2.16,29.67,46.25,39.67,13.75,39.34,4.06,32.11,0
0.42,5.21,24.46,25.2,3.24,48.97,1.07,20.22,0
10.56,28.7,45.29,25.61,4.23,55.69,4.8,25.31,0
8.27,57.84,67.56,43.48,7.86,44.24,2.99,25.97,0
48.02,60.85,70.24,49.02,3.12,169.65,5.77,27.94,1
1.52,18.61,50.54,34.81,2.59,70.43,3.17,30.3,0
20.75,32.8,41.11,43.23,9.17,86.67,1.96,28.56,1
0.0,23.83,42.73,47.58,12.89,96.23,1.93,28.46,0
20.77,49.03,65.86,48.53,12.34,124.69,4.9,35.82,1
4.92,10.31,40.98,44.43,14.19,167.91,2.89,34.28,0
2.45,25.8,64.6,34.27,3.12,81.5,2.6,23.85,0
8.32,15.47,116.56,40.27,3.32,17.18,5.01,25.65,1
9.12,13.29,84.39,35.05,2.6,89.54,4.99,22.65,0
18.32,57.95,85.67,35.02,4.19,19.13,4.98,36.66,1
0.0,31.14,34.4,25.43,5.94,86.97,4.3,34.79,0
0.0,10.54,45.71,19.91,10.5,26.36,4.35,20.95,0
8.39,46.29,56.65,52.8,4.68,70.24,4.53,20.15,0
7.75,10.48,65.82,29.46,6.29,47.14,3.19,24.1,0
18.01,25.49,42.14,29.58,7.2,127.16,2.38,22.19,0
1.89,11.1,14.14,26.68,15.52,85.71,0.2,25.55,0
0.97,21.14,137.04,45.99,1.26,12.91,7.21,29.65,0
8.08,79.58,103.18,39.05,2.38,68.06,3.16,36.46,1
5.35,10.16,89.03,42.86,8.0,161.92,5.37,34.34,0
10.29,17.28,30.94,33.34,16.83,66.31,2.92,27.07,0
0.73,32.93,65.07,39.16,6.7,112.09,4.16,24.14,0
20.58,36.99,73.4,32.17,24.83,59.78,4.72,27.16,0
7.43,35.15,48.39,27.77,3.63,41.35,1.92,35.02,0
17.57,39.07,58.92,47.05,5.41,120.12,2.49,33.83,0
3.77,28.91,45.16,37.66,9.99,41.75,2.97,38.34,0
0.54,2.44,86.23,44.84,0.37,60.36,4.25,32.92,0
8.72,24.3,84.68,39.55,19.93,12.43,4.43,25.11,0
11.85,56.89,78.63,34.48,19.37,59.84,3.97,31.39,1
0.0,70.82,83.3,51.3,9.39,62.69,3.42,24.6,0
34.19,59.5,72.03,43.56,9.91,63.87,3.93,26.02,1
0.93,69.67,106.87,56.09,6.2,55.06,5.3,30.0,1
6.21,29.82,70.92,30.88,14.79,43.28,4.96,31.17,0
11.13,34.5,47.15,35.29,8.95,28.71,4.56,31.55,0
5.28,30.49,57.36,36.62,8.12,81.62,3.0,30.6,0
5.78,14.78,35.63,32.67,5.11,62.9,3.49,32.02,0
6.0,15.85,39.81,41.67,12.25,65.54,4.72,22.95,0
6.55,14.17,35.18,17.44,5.91,108.1,1.89,27.53,0
1.8,10.2,16.32,5.0,16.12,116.71,0.66,35.23,0
17.19,21.93,29.58,39.8,19.26,20.6,2.21,38.0,0
14.16,36.22,37.52,31.4,9.61,78.63,2.1,32.97,1
0.0,8.78,29.7,39.34,8.09,126.89,3.9,28.0,0
0.0,14.46,35.96,30.08,5.94,78.54,4.02,28.42,0
35.47,56.02,68.53,26.49,10.98,81.01,5.3,20.96,1
0.0,45.01,71.94,36.23,16.71,38.1,4.1,34.47,0
1.12,6.16,19.62,26.25,9.27,101.46,3.25,22.57,0
0.0,27.79,44.3,28.59,9.18,14.42,3.06,31.77,0
20.0,35.44,43.98,47.45,6.37,65.92,5.56,19.73,1
4.06,11.11,22.08,33.8,0.63,21.85,3.6,34.89,0
0.91,16.41,55.54,27.79,8.47,77.46,3.79,32.93,0
5.48,37.3,83.61,35.12,14.0,30.33,4.19,29.09,0
32.82,64.61,91.04,49.87,4.04,167.64,4.8,27.13,1
9.8,17.13,50.46,30.48,13.31,50.75,3.62,28.65,0
9.55,26.62,60.91,38.58,6.22,39.95,2.3,24.44,0
0.0,17.09,32.1,39.95,5.96,43.93,1.05,31.59,0
18.13,22.62,58.37,53.58,3.29,185.28,5.64,22.4,0
0.0,12.15,59.62,29.53,6.89,73.17,2.76,34.04,0
8.81,23.16,38.87,40.02,7.2,39.29,2.42,28.31,0
0.54,61.23,98.59,41.72,11.96,103.74,3.87,31.54,1
5.4,31.79,42.45,34.01,1.38,84.61,3.7,24.5,0
4.97,22.97,42.5,34.3,2.98,62.53,1.91,31.58,0
57.84,85.51,99.23,45.67,9.27,61.76,3.1,20.07,1
2.23,14.38,37.48,49.3,13.49,69.16,2.9,22.06,0
7.64,32.3,68.22,38.04,12.21,65.27,2.23,28.15,0
3.97,9.85,32.47,40.44,2.16,68.19,2.55,32.81,0
0.0,9.59,50.42,29.91,7.33,123.56,2.3,35.64,0
8.8,19.86,34.95,33.2,2.15,27.44,3.52,13.52,0
15.05,17.07,56.41,16.52,5.61,41.09,3.64,23.19,0
0.0,34.44,52.89,11.92,3.19,139.93,0.2,33.61,0
3.2,37.22,60.9,56.73,8.69,105.29,4.02,26.48,0
5.63,12.94,18.51,37.96,6.05,49.55,0.2,35.83,0
13.37,16.97,37.25,24.46,9.34,125.91,3.4,29.87,0
13.96,39.35,46.53,37.14,6.44,33.58,3.31,30.27,0
0.0,8.09,34.08,38.17,16.73,16.64,4.63,21.84,0
35.15,64.02,84.59,44.67,7.42,23.89,6.43,23.11,1
9.86,35.18,104.38,20.29,7.42,51.57,3.6,33.08,1
5.16,44.2,95.55,29.62,7.84,41.13,3.88,36.94,0
13.25,22.81,162.75,48.26,8.95,106.23,5.59,30.44,1
23.14,34.77,158.29,42.76,15.65,152.26,8.39,24.04,1
3.86,11.97,46.82,28.89,2.48,86.08,3.87,30.43,0
3.09,5.41,12.24,16.73,8.28,61.86,2.15,32.3,0
0.0,16.17,48.0,40.16,26.72,31.12,2.1,35.96,0
3.17,48.43,71.15,38.04,6.13,70.39,2.2,28.15,0
10.7,26.28,103.79,35.07,5.5,140.25,4.37,36.09,0
3.18,11.35,32.97,27.64,22.02,75.95,3.69,34.93,0
2.94,3.35,39.59,32.46,16.72,66.68,2.54,30.16,0
28.86,38.02,62.51,48.57,9.93,48.81,2.63,35.52,1
7.49,19.21,26.96,24.65,2.85,12.66,3.75,19.01,0
7.52,32.55,48.3,36.03,11.32,141.56,2.93,34.04,0
10.89,43.34,70.97,28.63,7.26,43.5,4.13,29.59,0
15.96,19.02,38.15,18.35,9.45,83.21,3.55,29.98,0
5.84,16.55,24.57,45.89,5.16,13.02,3.31,35.3,0
0.32,20.68,68.01,28.86,4.46,63.3,2.04,31.69,0
9.72,43.55,61.71,23.06,22.24,57.34,3.72,31.89,0
18.18,28.45,102.71,43.87,11.15,59.41,1.74,22.61,0
9.54,46.13,78.28,29.32,7.25,134.47,3.53,26.1,0
13.13,34.6,51.46,36.62,7.79,68.48,4.07,37.89,0
2.94,20.12,36.57,20.14,3.39,201.14,1.81,28.74,0
0.93,10.89,25.36,41.32,11.34,42.54,2.36,27.3,0
6.86,29.54,123.15,40.79,6.88,22.27,5.24,19.28,0
1.93,4.03,13.62,25.21,18.5,57.42,1.43,31.57,0
23.78,39.17,46.59,41.9,8.29,131.31,1.9,28.42,0
10.1,39.56,61.24,42.59,28.62,18.14,0.5,22.54,0
2.29,21.67,69.99,39.63,6.76,49.25,6.14,32.74,0
0.0,17.86,64.73,51.4,15.71,31.66,3.58,24.54,0
17.59,27.38,79.49,41.41,0.48,157.62,4.23,41.82,0
0.15,20.5,33.89,15.55,10.16,233.49,2.25,29.96,0
5.39,36.61,44.86,32.34,26.21,49.65,1.71,33.47,0
7.62,25.57,45.53,31.63,7.33,10.17,2.17,38.7,0
0.2,29.35,58.24,22.72,1.01,55.23,2.66,31.71,0
4.23,22.56,31.41,36.08,2.03,72.34,4.16,31.05,0
20.48,45.26,78.39,25.05,4.42,18.36,4.1,37.57,0
0.0,37.92,84.94,36.3,22.34,103.07,3.07,31.36,0
17.48,51.52,84.63,30.22,3.93,203.9,2.98,31.1,1
6.95,73.33,102.32,49.2,1.94,158.79,5.69,33.67,0
1.39,50.17,79.53,22.87,7.36,86.06,2.39,17.75,1
0.0,10.05,22.73,31.51,7.58,131.83,3.14,28.2,0
4.43,22.3,30.69,41.46,11.39,55.35,2.51,26.95,0
1.64,6.32,68.81,26.3,6.97,32.86,3.13,30.11,0
4.34,9.17,88.37,40.96,5.8,101.74,2.53,37.72,0
11.13,18.16,66.94,20.95,11.25,124.91,3.95,27.9,0
0.0,9.27,15.72,19.27,2.6,28.66,2.97,15.53,0
6.43,10.42,54.86,24.91,6.17,43.9,0.2,24.44,0
30.31,51.73,132.07,64.93,17.87,90.49,7.58,25.67,1
2.31,11.32,69.35,27.99,2.31,267.97,3.19,36.41,0
9.38,35.05,50.09,26.51,10.41,37.22,4.18,37.27,0
0.0,13.04,71.71,38.12,16.48,101.03,3.91,24.85,0
1.07,7.94,25.43,23.08,16.39,21.74,3.86,30.65,0
21.46,43.52,77.83,46.9,2.37,98.28,7.04,18.49,1
1.78,91.19,164.2,51.83,9.5,46.98,6.34,38.23,1
9.74,20.92,91.94,37.98,3.32,25.8,5.8,26.5,0
1.72,35.17,42.15,28.7,13.95,33.0,2.98,33.49,0
0.0,2.39,44.9,22.41,12.11,190.22,3.5,17.61,0
3.53,17.75,49.46,43.74,3.09,62.0,1.15,31.46,0
10.8,27.24,52.49,39.03,4.41,17.83,3.29,20.61,1
17.64,56.87,66.13,52.04,9.97,40.73,3.56,25.42,1
4.45,41.05,80.3,46.81,7.18,296.72,3.46,26.7,0
9.71,20.5,34.88,26.06,5.46,16.37,2.44,24.42,0
5.74,43.81,135.74,41.67,5.34,74.55,5.41,39.6,0
6.54,13.88,19.22,42.87,2.41,551.52,1.92,22.35,0
0.26,17.01,32.82,28.75,1.81,23.87,2.87,23.68,0
0.61,61.23,90.0,39.65,16.62,61.76,3.31,27.52,1
0.0,8.71,43.03,29.81,13.59,45.93,0.2,28.99,1
2.06,34.11,36.67,30.65,13.74,152.23,1.17,23.56,0
15.14,23.68,131.55,48.48,5.63,65.3,0.46,28.01,1
26.63,56.62,82.41,50.03,5.84,105.76,3.01,29.11,1
15.11,35.0,50.83,57.91,10.37,40.76,4.37,37.31,0
9.16,22.55,38.33,29.88,6.93,31.03,3.05,34.02,0
5.51,9.63,34.7,28.99,6.29,91.05,2.82,25.34,0
15.06,26.48,93.31,40.2,6.56,46.66,5.44,24.25,0
7.41,33.37,40.51,37.34,8.2,48.9,1.44,31.13,0
10.65,97.0,133.17,44.07,3.41,18.84,4.66,30.27,1
7.5,32.88,48.38,18.84,11.0,17.27,3.92,25.29,0
33.53,73.53,85.54,24.98,18.58,33.22,2.82,35.66,1
4.21,17.48,37.73,45.52,23.84,58.39,4.13,29.69,0
0.57,14.76,28.91,24.57,17.0,143.27,2.6,24.23,0
12.28,27.19,150.43,40.09,6.98,72.85,5.26,34.36,1
0.59,69.64,122.99,65.96,11.6,96.62,5.34,30.16,0
8.11,20.55,41.81,37.12,9.49,41.64,2.51,33.8,0
5.57,11.8,68.73,31.77,8.33,10.22,2.97,17.59,0
9.49,12.97,45.98,21.45,3.29,151.59,2.11,19.04,1
5.94,14.7,50.97,45.3,6.32,308.02,3.61,33.45,0
11.09,34.74,88.71,26.8,0.6,45.06,4.78,21.62,0
8.46,25.49,36.53,18.07,8.64,90.69,2.06,26.91,0
19.02,45.94,101.32,44.9,1.73,32.06,4.79,18.47,0
0.96,38.69,89.45,28.6,2.44,86.42,3.67,35.62,0
0.0,7.94,88.06,28.69,7.82,14.32,4.61,24.32,0
12.15,32.2,174.01,56.8,4.13,98.89,5.81,25.7,1
11.59,28.37,64.26,38.43,11.2,545.25,2.61,25.95,0
10.8,19.77,31.4,15.58,9.08,42.2,3.29,36.01,0
38.59,47.31,77.19,42.77,20.45,93.49,4.53,34.8,1
0.0,37.22,48.84,17.03,15.38,172.64,3.33,35.24,0
0.0,18.68,24.36,30.48,3.76,49.41,3.22,30.96,0
13.67,18.28,67.42,24.35,13.0,37.32,2.62,28.89,0
20.51,49.3,89.21,43.26,4.23,33.68,4.71,25.59,0
5.96,16.01,62.0,35.33,13.08,35.01,4.74,37.03,0
11.21,30.18,71.38,31.22,16.11,16.33,5.94,29.63,0
0.71,1.88,58.1,27.5,4.19,20.43,3.61,30.06,0
0.0,10.08,27.54,29.88,9.49,57.07,2.33,26.49,0
0.0,23.51,94.61,34.43,12.46,98.69,4.46,22.3,0
11.16,17.51,27.38,21.97,3.2,331.14,1.18,30.37,0
19.11,22.57,52.98,30.97,5.94,177.76,2.89,33.06,1
0.0,9.88,40.95,38.07,6.08,22.8,1.09,30.98,0
0.48,22.85,108.85,29.67,4.88,36.58,2.62,19.81,0
1.96,37.0,44.93,26.3,2.22,28.11,4.06,30.07,0
0.0,32.4,55.22,44.57,5.21,74.18,1.85,27.36,0
8.32,37.81,66.02,31.29,6.52,49.53,1.96,33.33,0
2.77,49.48,81.29,59.7,3.5,182.6,4.24,32.35,1
22.42,58.8,78.76,48.29,15.52,26.66,5.2,29.95,0
0.77,25.22,43.92,26.69,6.0,248.55,1.85,24.0,0
15.15,34.55,75.93,28.78,5.74,98.21,1.64,20.74,1
0.0,17.09,36.71,37.03,6.3,116.58,2.95,21.28,0
1.3,13.0,62.37,54.46,11.87,57.01,5.95,13.45,1
6.36,21.46,33.07,21.51,2.32,42.5,0.2,29.96,0
8.42,16.8,18.1,42.26,4.72,64.39,0.2,27.75,0
25.7,54.28,90.32,48.58,15.21,23.95,3.75,23.92,1
8.02,13.24,28.84,21.17,3.49,96.36,4.72,32.97,0
8.19,38.12,76.48,50.75,6.75,22.77,2.46,28.99,1
0.0,81.98,103.41,41.63,2.76,59.99,3.25,33.02,0
0.32,4.12,14.2,32.31,15.41,40.36,2.67,39.51,0
1.87,30.23,62.67,34.79,2.95,53.56,4.54,27.93,0
4.95,15.92,39.96,15.83,2.31,53.01,2.14,27.27,0
4.2,41.15,49.73,25.48,4.95,48.01,5.6,33.04,0
8.51,29.59,75.21,41.87,1.84,59.41,4.38,33.37,0
23.13,27.85,60.82,45.12,7.22,25.77,2.21,25.59,1
5.33,22.73,72.74,32.53,9.82,31.61,3.75,20.48,0
13.16,34.33,41.82,26.65,3.11,32.25,1.9,28.2,1
0.28,13.14,16.73,39.5,9.36,34.43,2.76,32.92,0
26.37,45.19,69.4,54.95,10.85,129.71,4.08,31.61,1
5.05,17.3,135.32,54.16,4.92,43.57,5.6,24.55,1
25.98,38.65,73.1,35.16,32.73,42.62,1.57,36.53,1
3.23,4.68,20.49,34.26,11.19,35.55,3.83,23.78,0
2.27,5.31,18.77,32.51,5.61,136.21,2.85,27.34,0
1.2,4.62,80.98,43.97,4.47,33.97,1.98,24.54,0
0.0,8.03,50.61,42.41,2.38,34.43,4.91,29.86,0
16.43,19.51,57.12,39.32,12.86,80.11,3.1,23.34,0
0.48,5.42,41.76,49.42,21.18,290.32,0.75,24.89,0
8.16,27.46,31.73,32.91,18.13,27.13,3.39,32.54,0
0.0,26.81,51.12,26.91,8.93,118.91,5.35,28.63,0
33.35,46.37,77.18,46.37,31.62,55.0,4.05,28.47,1
16.83,35.6,111.94,43.82,11.3,70.05,6.38,32.83,1
15.69,35.6,39.85,36.05,18.58,44.59,2.73,29.79,0
6.48,67.63,215.73,67.16,41.24,47.51,6.49,34.14,1
4.17,7.15,44.38,41.82,7.77,69.54,4.86,28.51,0
1.53,15.74,19.75,13.04,17.99,80.58,1.72,27.25,0
25.56,28.81,85.54,43.67,15.26,14.82,3.61,27.78,0
0.0,19.11,86.09,33.36,5.29,68.77,3.19,28.79,0
11.43,16.63,25.83,28.84,3.62,46.57,2.99,23.91,0
0.65,10.89,25.47,9.03,4.51,42.46,2.48,29.77,0
0.0,2.91,72.46,43.89,16.39,47.7,3.9,23.17,0
2.66,15.02,110.35,50.16,14.77,39.65,5.76,30.46,0
2.75,15.95,45.07,41.68,10.91,62.89,3.0,31.73,0
8.74,21.58,75.72,39.26,7.49,60.98,2.63,24.86,1
18.65,47.57,68.96,27.22,20.04,85.62,2.48,24.07,0
3.93,21.5,42.95,16.83,2.27,80.99,3.07,19.14,0
0.0,8.17,22.06,37.59,9.76,59.54,1.93,30.02,0
0.37,15.73,29.79,37.26,10.06,62.24,1.63,30.15,0
3.84,12.78,68.61,36.5,11.89,46.28,3.48,26.69,0
2.08,7.04,50.16,32.29,3.1,34.36,4.43,21.18,0
11.45,19.94,34.66,39.6,6.7,57.34,0.67,22.44,0
8.29,14.64,60.18,23.76,3.84,32.34,4.72,27.33,0
13.82,41.21,68.22,32.37,2.77,77.56,1.67,39.24,1
17.08,57.11,81.45,50.43,13.05,47.13,3.65,25.6,1
0.0,15.64,56.35,20.46,12.77,280.75,3.99,24.86,0
10.45,16.45,28.95,36.95,3.55,85.73,2.72,30.71,0
21.68,68.51,137.05,38.29,4.29,58.59,4.3,24.06,1
4.24,81.94,96.14,35.46,15.75,100.23,4.42,24.77,0
2.12,4.22,41.23,30.04,15.09,38.44,2.14,31.55,0
0.0,13.64,21.18,31.23,7.0,194.72,2.43,33.75,0
0.0,7.21,41.98,32.39,8.73,100.96,3.62,34.83,0
17.44,20.71,77.04,41.84,15.77,61.08,3.94,24.51,0
0.0,21.04,64.77,41.63,14.32,118.31,2.81,33.49,0
58.23,64.32,92.62,31.92,21.49,163.87,2.21,29.63,1
0.0,5.54,23.18,26.25,4.27,169.31,1.88,17.77,0
0.0,35.21,40.8,29.18,18.1,128.61,3.92,28.42,0
0.0,14.41,21.93,37.58,6.39,18.48,3.05,16.72,0
0.0,28.88,48.7,29.8,12.3,42.38,2.96,27.7,0
4.53,44.87,62.66,23.46,4.22,73.01,4.54,36.5,0
10.47,89.75,143.18,43.8,14.09,30.98,5.74,28.88,1
1.24,16.92,121.76,53.83,4.44,16.34,3.33,30.15,1
10.32,54.44,58.51,37.78,3.14,14.03,2.49,23.35,1
29.19,55.53,108.93,46.76,5.96,112.65,4.54,30.91,1
2.93,22.4,52.39,23.44,11.94,10.75,3.97,24.18,0
1.5,20.44,34.38,43.04,17.22,45.44,1.76,21.32,0
0.0,21.22,61.08,39.62,6.06,17.29,2.89,30.19,0
4.73,19.96,101.58,44.93,15.07,72.07,4.3,31.09,0
25.22,28.68,46.14,29.3,10.59,64.52,3.27,31.84,0
4.35,11.59,74.85,50.36,27.61,148.93,3.49,33.74,0
10.79,11.97,78.38,24.49,13.08,74.94,2.64,27.63,0
4.79,29.19,90.42,25.35,20.41,96.84,4.54,34.04,0
4.14,7.31,65.11,29.93,3.44,72.0,4.6,28.39,0
50.08,55.45,104.33,38.72,5.42,13.14,5.03,29.85,1
8.04,14.84,24.25,28.91,7.67,24.0,2.83,31.63,0
15.15,30.87,72.81,39.89,7.13,232.19,4.42,26.54,0
9.6,35.04,38.55,40.45,23.41,54.25,4.29,23.39,0
4.54,25.81,33.06,30.74,9.2,34.91,1.93,16.79,0
1.08,32.84,68.31,31.79,6.76,76.5,6.26,31.79,0
24.63,59.49,82.21,36.06,21.98,276.25,4.28,27.78,1
0.0,22.75,26.58,36.28,16.09,127.08,1.64,20.5,0
0.51,11.5,38.74,26.47,1.53,156.63,3.52,31.31,0
0.58,3.64,39.24,30.48,8.4,115.74,3.3,29.58,0
16.29,25.79,55.39,29.24,8.82,87.0,2.88,40.6,0
25.73,32.38,82.54,43.42,2.9,60.16,5.01,27.15,0
0.0,16.73,64.39,40.89,0.62,173.46,4.18,20.99,0
3.46,35.52,43.46,40.88,17.35,40.72,1.67,35.76,0
15.76,24.97,30.48,28.89,2.01,15.75,2.65,27.09,0
0.81,74.13,100.93,40.85,7.93,53.91,3.58,27.55,1
10.63,17.15,58.33,24.52,2.13,61.07,2.06,29.56,0
3.12,15.82,46.91,18.17,7.99,52.92,0.59,26.95,0
1.17,7.12,31.0,26.64,6.79,36.44,1.63,36.4,0
12.84,20.77,94.88,38.19,5.17,24.72,3.47,28.31,1
1.92,20.69,24.84,27.48,11.49,37.38,2.52,28.09,0
6.09,21.43,26.72,38.47,3.7,44.94,2.62,24.46,0
0.0,24.64,51.12,21.77,5.97,101.29,2.1,25.1,0
10.75,35.63,40.72,17.28,14.57,39.91,3.84,26.83,0
19.02,52.23,66.53,20.26,10.44,88.97,1.72,35.32,1
0.0,20.37,68.91,32.4,15.85,27.22,3.03,28.49,0
0.29,12.15,80.63,52.14,3.49,44.91,3.43,23.41,0
17.05,29.65,59.69,45.49,15.73,136.08,3.22,22.56,0
2.34,20.87,43.64,41.43,17.52,56.99,2.5,16.46,0
3.91,18.78,97.26,35.6,10.44,87.3,2.68,37.09,0
0.0,18.21,45.58,21.75,5.21,23.14,1.89,22.15,0
19.44,22.96,30.63,34.06,4.33,86.23,1.09,28.24,1
0.0,11.14,32.19,45.58,4.37,91.55,4.56,26.56,0
3.91,5.54,12.47,25.37,4.74,51.98,1.31,24.78,0
1.09,50.5,67.54,28.32,17.06,242.21,2.16,28.19,1
13.37,29.42,63.53,30.78,3.97,81.78,5.33,30.85,1
50.89,78.02,82.54,34.76,14.36,47.92,5.17,27.45,1
0.0,28.68,103.62,57.56,3.53,100.8,4.12,19.46,1
0.8,40.71,88.14,38.3,9.97,152.03,3.03,34.93,0
2.23,19.95,39.63,41.69,2.45,174.19,4.17,33.36,0
0.0,8.98,48.83,38.86,2.48,86.18,2.84,21.06,0
4.72,23.43,49.28,38.21,3.24,37.06,1.54,27.03,0
14.76,46.08,97.22,51.47,12.58,184.71,5.62,26.59,1
7.01,15.56,44.25,43.71,4.0,44.52,2.19,23.11,0
11.1,23.29,27.05,27.14,12.47,34.45,2.1,23.36,0
0.54,8.58,29.97,19.81,6.44,72.21,3.06,29.37,0
11.25,25.92,100.09,38.99,7.83,78.57,4.44,31.73,0
6.69,34.22,78.23,33.86,6.6,87.43,3.37,32.54,1
0.0,19.32,36.38,43.23,12.98,41.6,3.23,27.86,0
5.16,13.99,48.68,36.82,3.44,39.53,1.73,27.72,0
1.11,28.87,39.68,16.55,13.38,158.12,2.52,27.0,0
72.43,78.27,96.51,33.42,29.67,18.12,2.85,14.87,1
15.84,69.03,108.21,37.69,6.48,48.32,2.16,30.95,1
6.13,52.07,115.88,50.95,5.48,112.78,3.91,17.17,1
22.81,79.44,87.95,34.39,6.12,17.83,3.53,28.7,1
11.57,20.12,45.88,42.1,5.03,53.89,2.72,27.16,0
0.0,5.96,74.25,26.58,7.04,48.03,2.94,29.48,0
29.74,66.38,91.05,22.07,11.17,35.03,1.63,32.09,1
0.0,44.32,48.97,34.48,5.16,28.22,4.31,29.42,0
26.36,48.24,120.2,27.88,6.56,64.9,5.35,34.7,0
6.93,64.52,108.6,40.16,9.85,290.33,6.05,34.01,0
4.69,10.41,13.23,28.88,9.4,40.48,3.0,39.71,0
0.44,37.01,83.4,47.86,8.16,66.93,4.22,20.24,0
7.46,30.92,47.48,39.55,4.99,32.01,2.36,29.34,0
10.75,15.53,58.87,23.76,9.33,110.01,1.59,22.73,0
9.7,50.2,97.43,31.19,8.45,88.42,5.42,27.58,1
6.8,11.34,23.3,17.34,8.71,56.16,1.34,22.76,0
3.66,33.33,71.88,31.23,8.56,11.62,4.23,23.44,0
12.35,52.27,71.95,48.52,10.17,136.5,3.46,30.4,1
2.21,4.62,8.97,52.94,3.56,64.81,1.87,31.27,0
4.35,43.71,65.26,37.79,9.36,102.58,2.85,16.6,0
8.86,23.41,68.17,34.58,8.95,45.21,4.05,25.25,0
5.06,17.84,70.08,33.32,10.16,51.25,4.18,30.82,0
0.0,10.92,35.6,24.08,0.59,88.41,2.25,28.52,0
6.9,30.93,40.32,13.89,20.57,28.3,2.55,27.31,0
6.95,15.6,26.14,40.87,9.33,76.22,3.42,31.29,0
6.13,58.62,86.31,43.05,12.75,85.5,1.73,27.4,0
3.77,47.75,71.03,33.66,2.37,56.31,2.49,24.75,1
2.67,24.56,30.75,33.95,7.77,77.47,2.79,26.01,0
5.26,28.37,71.15,39.74,7.95,56.22,2.58,29.71,0
0.51,3.09,23.79,38.24,5.58,19.95,2.73,24.73,0
24.36,35.49,61.74,37.94,10.74,47.44,2.75,42.05,1
9.12,16.22,22.0,27.29,8.89,169.24,1.15,30.62,0
7.91,25.68,73.37,37.42,9.35,81.01,3.58,29.51,0
18.62,30.72,96.84,33.45,14.72,13.62,4.15,29.01,1
0.03,15.64,59.6,25.57,15.19,141.36,3.69,28.98,0
1.78,22.34,31.18,37.34,5.55,32.66,3.26,24.91,0
1.37,3.84,34.47,47.74,3.1,58.51,2.5,25.73,0
8.42,16.44,22.41,20.46,11.69,128.07,2.4,28.44,0
0.0,30.43,51.64,18.87,5.88,68.83,1.46,38.14,0
13.56,25.56,51.09,19.72,4.62,74.46,2.0,23.42,0
8.1,35.0,36.4,25.9,13.57,224.37,4.44,25.67,0
1.09,51.2,101.34,34.72,5.41,81.3,7.28,29.74,0
0.0,33.45,59.26,42.49,14.13,59.23,2.71,34.06,0
7.81,11.95,20.05,38.67,19.8,18.49,4.72,28.14,0
0.0,1.5,27.88,44.9,2.05,35.91,0.61,25.45,0
0.73,19.2,52.59,45.79,24.53,231.0,2.11,32.8,0
4.14,12.83,94.47,45.42,11.29,34.16,5.6,25.18,0
3.63,21.62,64.6,25.75,3.56,182.0,3.21,42.11,0
1.22,10.31,52.8,35.94,4.05,22.48,4.06,31.1,0
12.67,17.02,34.41,24.37,19.81,29.13,2.93,26.66,0
0.25,38.16,93.57,20.02,6.0,14.87,3.29,25.91,0
1.16,20.61,60.83,34.48,8.28,90.65,2.82,33.14,0
5.96,16.6,58.71,29.69,14.67,49.97,3.78,28.85,0
5.99,79.44,123.22,33.93,8.04,33.77,4.15,38.04,1
0.0,0.34,26.71,24.73,8.4,36.03,2.44,29.1,0
5.55,12.32,16.41,44.94,15.48,69.44,0.2,21.69,0
1.68,41.36,47.64,41.76,11.08,71.18,2.13,27.22,0
1.38,8.87,25.89,45.92,14.09,2.79,1.17,24.88,0
7.52,19.9,78.78,38.84,10.23,115.77,2.64,30.25,1
0.0,36.1,43.71,17.12,14.6,118.63,2.13,25.18,0
3.25,15.28,52.06,17.16,3.62,88.36,1.96,26.44,0
4.54,31.5,34.49,18.69,1.74,67.59,2.55,27.51,0
7.67,30.14,53.59,54.08,4.72,136.31,4.94,27.53,0
0.91,50.26,76.71,38.99,36.65,75.38,2.81,34.97,0
9.85,27.02,52.4,36.06,4.78,152.72,3.04,27.35,0
13.19,27.28,61.69,34.84,1.94,70.23,1.73,31.0,0
12.87,67.64,86.03,42.65,9.14,13.89,4.74,29.71,1
0.0,10.82,67.49,25.4,15.3,31.12,2.53,31.77,0
12.49,39.05,44.92,28.81,4.07,210.97,2.45,26.45,0
13.08,30.77,44.54,15.01,9.21,31.97,0.71,31.92,1
29.16,61.15,66.2,38.87,9.16,48.25,3.43,22.76,1
0.0,17.4,49.88,37.6,8.58,217.06,1.43,22.66,0
21.66,34.4,70.55,29.4,9.59,72.35,0.76,27.56,1
0.0,36.74,58.67,15.9,10.53,167.85,3.98,26.83,0
13.58,29.6,49.2,29.81,20.6,16.57,1.32,27.41,0
16.51,49.5,98.27,49.03,2.08,98.47,3.27,18.76,0
12.96,59.16,75.3,25.15,11.01,67.96,3.63,25.62,1
20.34,55.45,132.43,37.33,1.77,77.91,4.47,31.68,1
47.11,51.9,60.59,33.9,9.28,60.28,1.48,22.99,1
0.0,12.92,34.41,31.13,10.05,130.91,2.99,24.85,0
2.86,18.42,95.5,45.12,13.96,114.71,2.99,35.39,1
0.81,30.99,63.93,48.39,2.5,54.52,2.95,23.72,0
10.72,29.18,36.55,23.09,7.03,50.38,2.04,31.54,0
